,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id
NDPK4n_neg,1038.0,1.0054106894117612e-05,1.1174838864333019,0.00028591871659740947,NDPK4n
NDPK4n_pos,1038.0,1.0054106894117612e-05,1.1174838864333019,0.00028591871659740947,NDPK4n
NDPK5_neg,728.0,0.3579405763949812,0.0494362152342087,0.4755319509536902,NDPK5
NDPK5_pos,728.0,0.3579405763949812,0.04943621523420869,0.4755319509536902,NDPK5
NDPK5m_pos,772.0,0.15689159333010108,0.22579003168442258,0.28954717944428426,NDPK5m
NDPK5n_neg,1050.0,5.329949719101519e-06,0.9950107948201193,0.00023694708445121376,NDPK5n
NDPK5n_pos,1050.0,5.329949719101519e-06,0.9950107948201193,0.00023694708445121376,NDPK5n
NDPK6_neg,752.0,0.23404269335962813,-0.05421545817868867,0.36389935786466093,NDPK6
NDPK6_pos,782.0,0.12641307815337005,0.2011963804523212,0.2553661408755095,NDPK6
NDPK6m_neg,771.0,0.16022242002132958,0.16117310549371355,0.2940335621565259,NDPK6m
NDPK6m_pos,831.0,0.03742415860988977,0.22727733373297077,0.1361730938283016,NDPK6m
NDPK6n_pos,812.0,0.06193063821391844,0.16610242700992034,0.17542987461116472,NDPK6n
NDPK7_neg,728.0,0.3579405763949812,0.04943621523420869,0.4755319509536902,NDPK7
NDPK7_pos,728.0,0.3579405763949812,0.04943621523420869,0.4755319509536902,NDPK7
NDPK7m_pos,783.0,0.12363827132914834,0.2628751918717166,0.2516275624839565,NDPK7m
NDPK7n_neg,1050.0,5.329949719101519e-06,0.9950107948201193,0.00023694708445121376,NDPK7n
NDPK7n_pos,1050.0,5.329949719101519e-06,0.9950107948201193,0.00023694708445121376,NDPK7n
NDPK8_neg,728.0,0.3579405763949812,0.0494362152342087,0.4755319509536902,NDPK8
NDPK8_pos,730.0,0.34626647762922835,0.058063337263243545,0.4691792310402254,NDPK8
NDPK8m_pos,844.0,0.025897675477962966,0.3307981514605108,0.11039876663306457,NDPK8m
NDPK8n_neg,1063.0,2.627224136753377e-06,1.028677667762885,0.0001866185840617752,NDPK8n
NDPK8n_pos,1063.0,2.627224136753377e-06,1.028677667762885,0.0001866185840617752,NDPK8n
NDPK9_neg,1093.0,4.743921877547467e-07,1.193155374357066,5.4388648192583675e-05,NDPK9
NDPK9_pos,1093.0,4.743921877547467e-07,1.193155374357066,5.4388648192583675e-05,NDPK9
NDPK9n_neg,1052.0,4.78677130107945e-06,0.938157856617068,0.00023694708445121376,NDPK9n
NDPK9n_pos,1050.0,5.329949719101519e-06,0.9189231685328195,0.00023694708445121376,NDPK9n
NH4t3r_neg,629.0,0.852354409854944,0.07093337742416735,0.8871056009558942,NH4t3r
NH4t3r_pos,620.0,0.7736279829099896,0.03353691671041937,0.8216575440137789,NH4t3r
NH4tn_neg,895.0,0.0050628421657923075,0.539705653510966,0.04115133526548847,NH4tn
NH4tp_neg,865.0,0.013715991075833756,0.4107356207369429,0.07353076429907596,NH4tp
NICRNS_pos,1028.0,1.6834161734239145e-05,0.7944018051865412,0.0004059455606393093,NICRNS
NICRNTtn_pos,978.0,0.0001845892773341161,0.9389303081694819,0.0027046881779785844,NICRNTtn
NKCC2t_neg,739.0,0.2967754901622627,0.14721105726762,0.4210655293552728,NKCC2t
NKCC2t_pos,673.0,0.7650069493948678,0.024929116839635588,0.813956433457418,NKCC2t
NKCCt_neg,677.0,0.7308228550678615,0.04746736193163794,0.7846110329995851,NKCCt
NKCCt_pos,670.0,0.7909530829905921,0.039116140038637844,0.8352058230212999,NKCCt
NMNATn_pos,886.0,0.00690294404223048,0.6229633082940184,0.05017879790431167,NMNATn
NMNATr_neg,951.0,0.0005932720732532225,0.7657497519074365,0.007384824759447256,NMNATr
NMNATr_pos,814.0,0.05884475392945853,0.20856655705987304,0.17542987461116472,NMNATr
NMNS_pos,781.0,0.12923613663721678,0.14882331897397055,0.25890807876278715,NMNS
NMNtn_pos,886.0,0.00690294404223048,0.6229633082940182,0.05017879790431167,NMNtn
NNATn_pos,978.0,0.0001845892773341161,0.9389303081694813,0.0027046881779785844,NNATn
NNATr_pos,895.0,0.0050628421657923075,0.5466197235796155,0.04115133526548847,NNATr
